dog attacks, attack, la010794-0288, 0.987438904712
dog attacks, attack, la010794-0285, 0.983245385096
dog attacks, attack, la010394-0023, 0.976172365012
dog attacks, attack, la010794-0279, 0.991348335871
dog attacks, attack, la010294-0208, 0.988772464233
dog attacks, attack, la010294-0282, 0.983699186346
dog attacks, attack, la010594-0048, 0.975914932972
dog attacks, attack, la010794-0191, 0.97575613635
dog attacks, attack, la010494-0149, 0.978550732875
dog attacks, attack, la010294-0186, 0.98067563714
dog attacks, attack, la010294-0187, 0.973600166641
dog attacks, attack, la010794-0137, 0.99045752898
dog attacks, attack, la010294-0353, 0.987324328437
dog attacks, attack, la010894-0045, 0.98218504267
dog attacks, attack, la010894-0041, 0.994611001993
dog attacks, attack, la010894-0040, 0.986774055145
dog attacks, attack, la010494-0128, 0.983355154905
dog attacks, attack, la010294-0189, 0.979651549946
dog attacks, attack, la010694-0068, 0.979651549946
dog attacks, attack, la010594-0265, 0.995304024671
dog attacks, attack, la010694-0065, 0.980995899124
dog attacks, attack, la010694-0305, 0.983903041595
dog attacks, attack, la010894-0230, 0.976158788972
dog attacks, attack, la010494-0035, 0.982558209013
dog attacks, attack, la010494-0036, 0.983495501755
dog attacks, attack, la010794-0043, 0.991923036377
dog attacks, attack, la010494-0030, 0.985267565374
dog attacks, attack, la010894-0238, 0.981383172779
dog attacks, attack, la010794-0275, 0.983770233727
dog attacks, attack, la010494-0112, 0.976158609955
dog attacks, attack, la010894-0057, 0.997443433172
dog attacks, attack, la010894-0141, 0.979651549946
dog attacks, attack, la010494-0118, 0.979253191265
dog attacks, attack, la010394-0006, 0.986142151775
dog attacks, attack, la010394-0007, 0.983417972859
dog attacks, attack, la010494-0194, 0.98226076515
dog attacks, attack, la010694-0171, 0.985940130496
dog attacks, attack, la010594-0061, 0.980993470653
dog attacks, attack, la010494-0204, 0.983799792149
dog attacks, attack, la010294-0234, 0.979651549946
dog attacks, attack, la010494-0267, 0.976391284894
dog attacks, attack, la010294-0238, 0.979651549946
dog attacks, attack, la010594-0014, 0.98409904557
dog attacks, attack, la010294-0235, 0.980308068555
dog attacks, attack, la010494-0268, 0.985985739957
dog attacks, attack, la010294-0121, 0.983181268523
dog attacks, attack, la010694-0167, 0.984098091465
dog attacks, attack, la010894-0219, 0.982039178979
dog attacks, attack, la010794-0044, 0.990625127973
dog attacks, attack, la010894-0217, 0.983449419444
dog attacks, attack, la010694-0204, 0.986803665936
dog attacks, attack, la010694-0207, 0.979492484573
dog attacks, attack, la010494-0219, 0.972188907847
dog attacks, attack, la010494-0051, 0.98119163506
dog attacks, attack, la010494-0054, 0.979195771727
dog attacks, attack, la010594-0124, 0.979651549946
dog attacks, attack, la010494-0273, 0.985295055692
dog attacks, attack, la010594-0035, 0.979035184187
dog attacks, attack, la010794-0003, 0.979651549946
dog attacks, attack, la010894-0177, 0.983522509272
dog attacks, attack, la010294-0242, 0.983250110238
dog attacks, attack, la010894-0171, 0.982552920372
dog attacks, attack, la010894-0170, 0.985166097831
dog attacks, attack, la010294-0151, 0.993647194263
dog attacks, attack, la010294-0150, 0.99555776067
dog attacks, attack, la010294-0089, 0.987324328437
dog attacks, attack, la010594-0235, 0.979651549946
dog attacks, attack, la010594-0234, 0.979651549946
dog attacks, attack, la010694-0190, 0.988326511722
dog attacks, attack, la010694-0211, 0.979651549946
dog attacks, attack, la010694-0195, 0.990807486516
dog attacks, attack, la010694-0194, 0.97861165147
dog attacks, attack, la010694-0196, 0.988326511722
dog attacks, attack, la010694-0198, 0.990020737343
dog attacks, attack, la010494-0101, 0.977280052619
dog attacks, attack, la010894-0007, 0.979651549946
dog attacks, attack, la010794-0076, 0.982356120891
dog attacks, attack, la010894-0165, 0.984579998942
dog attacks, attack, la010594-0103, 0.979965740004
dog attacks, attack, la010594-0101, 0.98608242315
dog attacks, attack, la010594-0100, 0.99128333168
dog attacks, attack, la010394-0059, 0.987674710196
dog attacks, attack, la010394-0111, 0.980042480209
dog attacks, attack, la010794-0103, 0.980929992648
dog attacks, attack, la010394-0114, 0.982490901948
dog attacks, attack, la010294-0145, 0.982286236014
dog attacks, attack, la010394-0051, 0.995705033471
dog attacks, attack, la010394-0050, 0.989562511261
dog attacks, attack, la010694-0106, 0.974999279087
dog attacks, attack, la010294-0096, 0.989750586453
dog attacks, attack, la010794-0088, 0.987766636148
dog attacks, attack, la010694-0229, 0.988881842429
dog attacks, attack, la010794-0084, 0.984768173036
dog attacks, attack, la010794-0168, 0.9799332577
dog attacks, attack, la010794-0165, 0.985601338064
dog attacks, attack, la010294-0141, 0.992621646458
dog attacks, attack, la010894-0159, 0.98201111729
dog attacks, attack, la010794-0061, 0.984704880093
dog attacks, attack, la010794-0109, 0.979907381134
dog attacks, attack, la010394-0127, 0.986941971804
dog attacks, attack, la010394-0125, 0.980203933169
dog attacks, attack, la010794-0106, 0.993557656083
dog attacks, attack, la010294-0173, 0.979651549946
dog attacks, attack, la010594-0115, 0.988075117249
dog attacks, attack, la010294-0302, 0.983530871336
dog attacks, attack, la010494-0097, 0.979651549946
dog attacks, attack, la010294-0069, 0.986792920192
dog attacks, attack, la010294-0177, 0.981126727942
dog attacks, attack, la010694-0030, 0.979491599104
dog attacks, attack, la010894-0087, 0.98234511349
dog attacks, attack, la010894-0248, 0.976559890682
dog attacks, attack, la010694-0330, 0.977741305868
dog attacks, attack, la010594-0193, 0.982564230828
dog attacks, attack, la010594-0025, 0.979946368319
dog attacks, attack, la010394-0086, 0.972349902492
dog attacks, attack, la010294-0370, 0.980936840931
dog attacks, attack, la010294-0162, 0.984965500986
dog attacks, attack, la010294-0163, 0.982629409527
dog attacks, attack, la010894-0149, 0.974649529864
dog attacks, attack, la010394-0137, 0.973212000933
dog attacks, attack, la010794-0120, 0.981980677392
dog attacks, attack, la010294-0074, 0.984689819759
dog attacks, attack, la010594-0169, 0.986006093554
dog attacks, attack, la010294-0188, 0.991220881833
dog attacks, attack, la010294-0182, 0.982053648997
dog attacks, attack, la010894-0093, 0.987755279893
dog attacks, attack, la010294-0306, 0.979651549946
